Trial,Meso Spent,Destructions
586,2875909211.714579,1
587,788707882.8634713,1
588,1106169824.3181458,1
589,6886315077.027015,0
590,2804855466.713199,1
591,1814515489.22453,1
592,4028998860.08762,1
593,1490087966.639627,1
594,3569617503.41362,1
595,5941273331.114235,1
596,2711363912.723627,1
597,1243434807.7533169,1
598,2475010947.082682,1
599,4493652119.567077,1
600,3774229218.0066895,0
601,1288051766.0286686,1
602,970756065.8451688,1
603,5905166294.138476,1
604,1263359519.063637,1
605,5117450473.567116,1
606,6176498262.555735,1
607,1358072805.2395883,1
608,965506243.8100365,1
609,4619829166.399437,1
610,3472684972.529928,1
611,1259007863.2590053,1
612,3810870253.252206,1
613,8187588599.651452,1
614,2523439310.670948,1
615,6427245390.293771,0
616,12729338176.673178,1
617,905991548.1547458,1
618,1236218830.451621,1
619,3478071909.4427695,1
620,8239160142.745878,0
621,2837256624.0003366,1
622,11898232159.212616,0
623,2763362219.495329,1
624,1053540534.6602451,1
625,1049505849.8617853,1
626,4755123235.568057,1
627,11639699111.38011,1
628,7604738277.708121,1
629,5385526744.312945,1
630,3619115406.7969613,0
631,10667069122.349989,1
632,6272558463.463009,1
633,2759909726.9349117,1
634,6480739363.2140465,1
635,8031514763.832104,0
636,24061475567.555485,0
637,3925552976.1453986,0
638,5186763091.518389,1
639,7254903153.047783,1
640,3037556961.514332,1
641,2043489386.85641,1
642,4716207079.238452,1
643,2939520127.597253,1
644,5998582062.214313,1
645,1021853247.2602247,1
646,5782515399.419053,1
647,15104823886.420624,1
648,7527470276.308669,1
649,5039928414.286377,1
650,1913731160.9401107,1
651,13255439536.461332,1
652,1850625515.1054132,1
653,3496624469.581877,1
654,7971265055.828249,1
655,5185940330.432118,1
656,3491884763.0864964,1
657,1291203796.1328056,1
658,3512032322.5015683,1
659,9040813900.311745,1
660,4721727483.079753,1
661,5934319509.248099,1
662,1785409884.671712,1
663,6169731986.5363455,1
664,4699539696.816754,1
665,1802277724.4728394,1
666,1224088898.6960814,1
667,6090989469.641981,1
668,2473265057.8863473,1
669,2800809188.9595747,1
670,1283492773.6554632,1
671,1814904221.5457933,1
672,6177366387.520826,1
673,2669268369.2506175,1
674,5174636379.129973,0
675,8111041908.328125,1
676,8018259599.914173,1
677,3584435744.2995796,1
678,3513683983.8506117,1
679,2619260047.178568,1
680,5898182431.096229,1
681,9984594085.299698,1
682,3230489293.3826118,1
683,2108739319.5631373,1
684,2101935108.1345181,1
685,3000643027.6911497,1
686,1913127604.1294525,1
687,4271916908.293671,1
688,1835794319.309542,1
689,4704836211.867591,1
690,799325725.7538698,1
691,16160324729.604246,1
692,1734249677.3435094,1
693,5509324121.908281,1
694,3903892815.7066402,1
695,4506405254.45321,1
696,10185636594.55705,1
697,3012944906.611222,0
698,879124405.7359838,1
699,1156004073.7137663,1
700,4637484225.435075,0
701,2521629095.71974,1
702,8585636266.979634,0
703,9154329472.038162,1
704,6499575807.10975,1
705,1324860507.3151538,1
706,4155063595.703476,1
707,7533521973.755162,1
708,2292502416.1786942,1
709,5523891707.430396,1
710,3163866932.4114504,1
711,11387635765.111845,1
712,8704228000.772804,1
713,1818001509.7135253,1
714,7189982301.379813,1
715,9949835115.308317,1
716,1305911216.3228571,1
717,2267232045.599437,1
718,3731614987.6011214,0
719,9346616414.685839,1
720,6929935117.936255,1
721,8444823079.738081,0
722,1671183769.5284908,1
723,1380437712.683509,1
724,3961064907.562709,1
725,3478025480.1533737,1
726,3234778117.229171,1
727,5479774582.988226,1
728,983749043.0394409,1
729,757822924.4601476,1
730,19992196480.1667,1
731,4706510634.241406,1
732,6128636513.600836,1
733,2082859594.706732,1
734,4530889499.222258,1
735,6012447501.084614,1
736,1571101783.8584137,1
737,3109126337.426423,1
738,1500609972.2962213,1
739,3063942793.4291296,1
740,673727481.1745949,1
741,5326150045.179382,1
742,12049752291.921328,0
743,1702934363.2474518,1
744,1638472340.7205458,1
745,4934702952.361358,1
746,2434016120.466262,1
747,1947670993.1227944,1
748,1306198728.0242689,1
749,1416556152.3821394,1
750,3762142042.5721116,1
751,2101846393.9244916,1
752,1325170380.6028955,1
753,3846967265.1038136,1
754,2673984177.753118,0
755,2679536072.759524,1
756,3163269572.7276454,1
757,4686769145.394199,1
758,3207061867.5115986,1
759,1199866745.4434626,1
760,2588425620.4350195,1
761,4149752530.627029,0
762,7057006872.719208,1
763,2420453355.236381,0
764,1172022468.3742943,1
765,4072778971.9288807,1
766,2900271852.1018434,1
767,7091857961.466684,1
768,3840787123.818804,1
769,2368572203.4937983,1
770,3195848496.2766237,1
771,3384281544.0548935,1
772,13760992687.560947,1
773,1058147171.2514254,1
774,2042322292.0707781,1
775,7345671844.694128,1
776,1810314563.1548955,1
777,3423702142.9010735,1
778,3575458914.949233,1
779,5227524890.939842,1
780,10595512617.685228,0
781,1955496719.3776717,1
782,14971024955.050915,1
783,895142800.3965118,1
784,1499174627.1841063,1
785,3525701439.182857,1
786,4328589862.828601,1
787,2480824843.009242,1
788,2835467528.9885173,1
789,6547312368.990818,1
790,1505153302.5684612,1
791,3628511773.444353,1
792,2740893278.0194726,1
793,7814610859.6217,1
794,5777182661.80939,1
795,5749697121.695223,1
796,3264103584.9906287,1
797,7051708009.434035,1
798,3815042255.9335346,1
799,10493795236.41398,1
800,9258147849.631844,0
801,1477008244.6681583,1
802,1282872348.0309072,1
803,1988986510.649985,1
804,5248543749.872606,1
805,5147301634.415518,1
806,746227946.9193428,1
807,1494202826.5709248,1
808,4243774133.568014,1
809,10527298950.667158,1
810,11933509758.464043,1
811,1624088741.997031,1
812,700356621.0070907,1
813,3654318108.045616,1
814,16468871082.190453,1
815,2035740059.875765,1
816,2018554323.17154,1
817,9485878517.854914,1
818,5939552029.653092,1
819,2604100517.4823847,1
820,871595286.6307819,1
821,8136376263.865187,1
822,5121990384.462697,1
823,6977454249.313471,1
824,893173376.6141839,1
825,3074355819.423851,1
826,2515196857.595083,1
827,7203443569.535242,0
828,6364292066.262365,1
829,7871926517.457169,1
830,5692611695.701784,1
831,8260685247.265806,1
832,4258513423.497037,1
833,5308407840.128677,1
834,4381005652.349016,1
835,10855704721.030958,1
836,1050458908.593479,1
837,5502327414.650791,1
838,2776436767.069219,1
839,964489878.7594024,1
840,8719444037.671497,1
841,979277474.0822921,1
842,5171771925.760221,1
843,2989182020.8680406,1
844,2415718428.7356644,1
845,7879065750.872236,1
846,2062056930.4576201,1
847,7631006935.4368105,1
848,4386089618.710047,0
849,1644992192.4935439,1
850,5233224103.5434885,1
851,1746701197.743344,1
852,1822241666.1833873,1
853,1571777101.9841628,1
854,6092258469.655547,0
855,2700986322.66833,1
856,3550517482.686324,1
857,6999853269.106262,1
858,1858941698.9291997,1
859,6102059859.997409,1
860,6018180958.52529,1
861,4836882219.397526,0
862,5096362350.909605,1
863,6666153612.353818,1
864,3137269790.7909403,1
865,2269565444.153799,1
866,2526735228.3023124,1
867,2584852490.1547422,1
868,2795817950.386822,1
869,2890809499.5733447,0
870,2226949554.43924,1
871,1176469961.41273,1
872,10285940359.605059,1
873,1031867533.3399651,1
874,3741416169.9880924,1
875,2425223813.830965,1
876,7479515814.279413,0
877,3141941489.2118464,1
878,572693115.4116839,1
879,4454614191.379702,0
880,2438121209.302093,1
881,10439510602.436058,1
882,2609782454.261227,1
883,11275692294.614088,1
884,3126296164.7716174,1
885,4648901142.184631,1
886,7676846403.605051,1
887,4503831586.609186,1
888,3710283823.3382344,1
889,1901658711.562669,1
890,762078743.0309755,1
891,5525059480.854887,1
892,5897237994.183063,1
893,14543451596.993565,1
894,2916220050.8768435,1
895,10177299202.897503,1
896,2988236738.493638,1
897,1334264138.8658056,1
898,1531369634.1609812,1
899,5627947604.477608,1
900,2384642531.5293736,1
901,3014936282.363505,1
902,11799092827.00062,1
903,1770524734.7909794,1
904,3146180967.0428505,1
905,3533165751.968991,1
906,8243360532.458343,0
907,5076848289.600375,1
908,1031867533.3399651,1
909,8407311122.82884,0
910,10980561463.575378,1
911,3752530793.636882,1
912,10899692930.901688,1
913,3452023173.4074917,1
914,5644039934.135715,1
915,3379550315.860538,0
916,856942758.9419237,1
917,1727339777.1499317,1
918,6592564457.298861,0
919,2267312116.196616,1
920,1979527328.659309,0
921,2165070494.0899825,1
922,1670906707.5614066,1
923,1152922447.6470003,1
924,749395639.1244451,1
925,1116541778.878603,1
926,6945342659.99303,1
927,2460415562.1438546,1
928,13203146931.600859,1
929,3783530426.351733,1
930,2176483568.2586465,1
931,3239624129.3574796,0
932,1944012307.4323287,1
933,13650363214.416903,1
934,11986731372.02375,1
935,7367285242.33608,1
936,4629579457.370118,1
937,8085215802.382668,1
938,3674631661.4737973,1
939,8077364692.4492655,0
940,1571926474.44144,1
941,6440644559.919282,1
942,1140431018.208078,1
943,1426141440.046866,1
944,965602081.0438404,1
945,655811424.0468302,1
946,3040034579.4781504,1
947,2220235138.4764266,1
948,3118131746.376352,1
949,3511572384.827393,0
950,5661075073.434437,1
951,955690729.9163346,1
952,3168630751.3751416,1
953,1672271217.255356,1
954,3010139177.607436,1
955,3856247125.725671,1
956,4101091617.170776,1
957,1432750031.3352375,1
958,8297323771.674346,1
959,4393085735.3613405,1
960,1866153920.4184046,0
961,4175066374.620206,1
962,3953480472.417898,1
963,1885379164.2940881,1
964,1876958973.68516,1
965,4447574135.725112,1
966,4152311948.474023,1
967,2973188380.7650857,1
968,9325776847.76573,1
969,2419823517.5714955,1
970,6608868022.906627,0
971,5474962068.650191,1
972,8410462806.979401,1
973,1964423557.7305465,1
974,4039907615.598575,0
975,5048642820.71089,1
976,2823336021.270804,1
977,1282468632.247538,1
978,2783111135.4586234,1
979,7576473776.088011,1
980,4888653609.305413,1
981,2488743202.055157,1
982,11195400919.074377,1
983,5976720125.081832,1
984,766622073.3032153,1
985,4257871172.202603,1
986,8779445894.306192,0
987,5969019342.969765,1
988,2478192103.813498,1
989,4205842566.2880692,1
990,9612165454.331238,1
991,1442827623.7339184,1
992,2924877825.7945623,1
993,4882263924.072943,1
994,1701823518.2407339,1
995,3039763316.1465592,1
996,5169378651.856509,1
997,1921418107.4987404,1
998,6104960315.887994,1
999,1461927644.4612122,1
1000,5231229933.045965,1
1001,4672650025.989288,1
1002,3253164548.885355,1
1003,2139543765.108877,1
1004,7493904445.504144,1
1005,14674734741.319338,1
1006,3246962346.7573886,1
1007,4396819358.51266,1
1008,2663748151.586037,1
1009,1578702664.2787066,1
1010,3889786957.1788583,1
1011,4651982108.434111,1
1012,2890728659.3134723,1
1013,2956120699.936669,1
1014,2721434662.914537,1
1015,4223450578.043893,1
1016,4084236534.6828885,1
1017,5505092935.218342,0
1018,1808249302.138764,1
1019,5267600572.626796,1
1020,10397327251.704988,1
1021,10116144055.660038,1
1022,3438918931.6413164,1
1023,9287083144.299469,1
1024,3272421462.9165573,1
1025,3581050016.228741,0
1026,2476748674.5700617,1
1027,2024223795.6544187,1
1028,4093288667.7880497,1
1029,788707882.8634713,1
1030,2167920536.650053,1
1031,1338052256.6954641,1
1032,1611309800.8566966,1
1033,745043983.3198133,1
1034,2447866319.158424,1
1035,7099420533.702355,1
1036,2972250874.7479734,1
1037,3202593264.1071725,0
1038,5170378627.452071,1
1039,2771489920.414187,0
1040,2636328084.581654,1
1041,1365372376.7546751,1
1042,1258500143.682151,1
1043,6947774456.892957,1
1044,6114308034.917062,0
1045,1460465940.2557387,1
1046,2437855861.388953,1
1047,6065828315.222853,1
1048,1001394457.2796915,1
1049,14490674525.84271,1
1050,4050631163.9333534,1
1051,4879285656.086612,1
1052,3869601093.2604837,1
1053,1770469824.9438617,1
1054,3504447151.423439,1
1055,3229646381.636133,1
1056,1893202892.8191314,1
1057,3402381707.969203,0
1058,3937420877.924313,1
1059,1079223713.4794776,1
1060,1123300421.2631118,1
1061,1529241066.825909,1
1062,2282243167.6659384,1
1063,6861930666.458898,1
1064,4054831561.9289174,1
1065,2643851973.6835513,1
1066,6155197269.941581,1
1067,6858259196.534255,1
1068,3331325927.5811715,1
1069,6235562551.198242,1
1070,1487705734.6173232,1
1071,4075879848.1632743,1
1072,5973347859.847509,0
1073,3991578785.6331854,1
1074,4303895068.9473715,0
1075,1843684688.5327578,1
1076,5966655985.408157,1
1077,4427973724.829933,1
1078,4807944764.280865,1
1079,2543176202.2982836,1
1080,5799615464.539524,1
1081,5366771698.685331,0
1082,4898536364.564519,0
1083,464129630.5435711,1
1084,7453368592.260854,1
1085,942911788.7760004,1
1086,870642227.8990883,1
1087,6515921531.9270525,1
1088,3317770988.249445,1
1089,3056320420.379491,0
1090,10335015431.155594,1
1091,5231889560.77375,1
1092,1889937758.8444395,1
1093,2552165421.0731726,1
1094,3124120590.6790257,1
1095,2411422591.329151,1
1096,1522808487.904179,1
1097,4062098594.6867576,1
1098,1840253560.5449562,1
1099,802756853.7416713,1
1100,5291587223.791707,1
1101,2046092892.381832,1
1102,15680189227.044863,1
1103,991888816.6737312,1
1104,2109351123.3691654,1
1105,2993085072.870232,1
1106,5111579547.268568,1
1107,7070948368.393154,1
1108,5759018930.191149,1
1109,1636660744.391646,1
1110,4314718600.017454,1
1111,2466020378.872454,1
1112,1784440635.7649808,1
1113,761928691.9348384,1
1114,7761261239.165023,1
1115,2931254322.965132,1
1116,3251677977.334055,1
1117,5493590282.969837,1
1118,6026854725.543378,1
1119,1474269022.8039973,1
1120,3633087236.808604,1
1121,2080993105.8766377,1
